year_month,n_stocks_available,n_hold_total,avg_monthly_ur_total,demand_elasticity_total,n_ind_A,ur_ind_A,elas_ind_A,n_ind_C,ur_ind_C,elas_ind_C,n_ind_E,ur_ind_E,elas_ind_E,n_ind_I,ur_ind_I,elas_ind_I,n_ind_K,ur_ind_K,elas_ind_K,n_ind_L,ur_ind_L,elas_ind_L,n_ind_F,ur_ind_F,elas_ind_F,n_ind_J,ur_ind_J,elas_ind_J,n_ind_R,ur_ind_R,elas_ind_R,n_ind_D,ur_ind_D,elas_ind_D,n_ind_G,ur_ind_G,elas_ind_G,n_ind_B,ur_ind_B,elas_ind_B,n_ind_S,ur_ind_S,elas_ind_S,n_ind_N,ur_ind_N,elas_ind_N,n_ind_M,ur_ind_M,elas_ind_M
200606,587,17,0.0010430469749966177,120.69136306920646,,,,12,0.001003543799518334,104.81493343908005,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,
200607,595,18,0.000981310399045185,447.974113466654,,,,11,0.0009499895863198633,701.0736471558022,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0,0.0008727335345449476,45.39160719739141,1.0,,,1.0,,,1.0,,,,,
200608,598,18,0.0010236449296215438,98.67567144582654,,,,11,0.0010781691756254284,107.8753679223168,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0,0.0006676935372028963,121.00318091160925,1.0,,,1.0,,,1.0,,,,,
200609,609,18,0.0010370910969964085,98.14434170695549,,,,11,0.0011193170706413806,71.46252132571202,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0,0.0007101676911381045,144.22825312151085,1.0,,,1.0,,,1.0,,,,,
200610,612,16,0.0011990734520328633,158.74654736749724,,,,10,0.001301584035909616,62.822993145550676,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
200611,612,16,0.0012445673942065181,83.87813812693753,,,,10,0.0013371070692702622,108.11208896826322,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
200612,611,16,0.001123450607239594,161.36606002778356,,,,12,0.0012848092009872544,170.36348017309226,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
200701,618,18,0.0010238968266140507,140.30012949781985,,,,11,0.0013277585461184056,53.192806354929616,,,,2.0,0.0006096297319240419,500.04016015797,,,,1.0,,,,,,,,,,,,1.0,,,2.0,0.0005462751490669152,110.81339926484972,,,,,,,1.0,,,,,
200702,622,25,0.0006798833410484885,368.87380208091736,,,,15,0.0007822634351687568,178.10508794919534,,,,2.0,0.0008910138894810892,122.08837043733048,,,,1.0,,,,,,1.0,,,,,,2.0,0.0005626681533256115,1522.967096083927,3.0,0.00043304072640275494,614.5058776690963,,,,,,,1.0,,,,,
200703,625,24,0.0006741731723209592,211.21937773475656,,,,14,0.0008009592721299311,90.68458894454065,,,,2.0,0.0007359572846603223,400.52644030420595,,,,,,,1.0,,,1.0,,,,,,2.0,0.0007833780051934408,97.82789772430112,3.0,0.0005256832482477886,71.74656116699481,,,,,,,1.0,,,,,
200704,629,21,0.0007993976738188262,118.88255789321002,,,,13,0.000857091550243714,68.5093842008257,,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,0.0008984600242009313,61.70669418584073,3.0,0.0005483839977323216,77.13391664684583,,,,,,,1.0,,,,,
200705,631,20,0.000854376334315563,93.44996752522037,,,,13,0.0008881288456694651,83.69055110378892,,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,0.0008514431091413602,68.83962659379253,3.0,0.0005526289544584192,81.34518476784007,,,,,,,,,,,,
200706,635,19,0.0009563581568391457,257.6419104641902,,,,11,0.0010158556213032942,272.9964519852855,,,,1.0,,,,,,,,,,,,1.0,,,,,,3.0,0.0006739257654478098,549.957445942128,3.0,0.0006298655297435575,56.22831537195728,,,,,,,,,,,,
200707,643,20,0.0008163313261070374,125.66080865700056,,,,14,0.0009792222033758891,100.5477627961513,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,3.0,0.000356807068617136,238.6859025607536,,,,,,,,,,,,
200708,652,19,0.0013769382264657822,90.32307592978982,,,,13,0.001839641776585089,81.79738395709742,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,2.0,0.0002704209024418113,143.99920555432598,1.0,,,,,,,,,,,
200709,661,19,0.001424012602920146,87.69021501674227,,,,16,0.0015689200223363768,90.01515678964746,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
200710,669,23,0.0011769727160360385,295.46511719260184,,,,17,0.0014173360228685588,266.82457985309196,,,,1.0,,,1.0,,,,,,2.0,0.0006196133473776824,103.25289771881762,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
200711,675,23,0.001179029345082641,222.40529697820068,,,,17,0.0014168067345925372,218.65684312254893,,,,1.0,,,1.0,,,,,,2.0,0.0006396580625309629,91.91284914666967,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
200712,679,23,0.0011405659190039676,172.8115578444761,,,,17,0.0013727826549945908,150.88664422909414,,,,1.0,,,1.0,,,,,,2.0,0.0005641502053975096,129.68906555738283,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
200801,682,21,0.0012883393630602174,163.29040257536067,,,,16,0.0015058473238838774,177.7938692453497,,,,1.0,,,,,,,,,2.0,0.0007236313622939655,76.55328030687683,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
200802,687,24,0.001134293179306655,127.64166182755248,,,,16,0.0014215888239828601,110.27366370909117,,,,1.0,,,1.0,,,,,,2.0,0.0004915826650455665,111.72677171216009,,,,,,,2.0,0.0007260254703053619,225.6163651264844,1.0,,,1.0,,,,,,,,,,,
200803,690,26,0.0010118062562008594,212.55327298393564,,,,18,0.0011885229599771687,208.23830224529286,,,,2.0,0.001034202227788357,76.41265195124635,,,,,,,2.0,0.00022446506907456977,312.5382939816248,,,,,,,2.0,0.000703927335131266,305.88944239155546,1.0,,,1.0,,,,,,,,,,,
200804,695,28,0.000977267788822456,306.1485089573539,,,,18,0.0012213695290145539,107.77397154541222,,,,2.0,0.0011308634513932728,64.943214770471,1.0,,,,,,2.0,0.00020201007792362515,281.76179475712183,,,,,,,2.0,0.0006950603999092119,1456.3772985919657,2.0,0.0002468936759841222,566.3690120114197,1.0,,,,,,,,,,,
200805,700,22,0.0013648633424332619,95.22531780098262,,,,16,0.0013391119591560732,110.14926030529323,,,,2.0,0.0014035906787492353,46.84990850737826,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,
200806,702,31,0.0009307601745288851,172.25063477040715,,,,22,0.0009187254309647009,205.99481545079217,,,,3.0,0.0010816317616050893,93.37536021045719,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,2.0,0.00010804079576036968,9.326695112600717,,,,,,,1.0,,
200807,709,32,0.0008896313659867819,489.8894410572043,,,,22,0.000927508921538726,669.7474374881841,,,,3.0,0.0010595633279337376,95.9600140792957,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,3.0,7.437802160218435e-05,42.750092646778334,,,,,,,1.0,,
200809,727,28,0.000860445362674384,266.4610226825915,,,,20,0.0009813573016216205,126.37781268285462,,,,3.0,0.001040528236298688,190.5337200383195,1.0,,,,,,,,,,,,,,,2.0,0.00040664182134526097,1052.4222333584898,2.0,0.0002387515378671254,636.2096600444685,,,,,,,,,,,,
200810,734,24,0.0011145913338732624,98.39056133777683,,,,19,0.001166551218894931,88.95252049392546,,,,2.0,0.0018434999454448183,33.97929703430913,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,
200811,739,23,0.0011753439908947845,98.99788085785404,,,,19,0.0012549974074134585,57.64166797694866,,,,3.0,0.0009640725351326497,279.3738879985846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
200812,742,24,0.0011919675798699333,325.3868476187299,,,,18,0.001274306248029911,76.43863188584558,,,,3.0,0.0012665551728283445,346.6349290078817,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,
200901,747,19,0.0014150829688063381,79.32976495289738,,,,16,0.0015104195307882166,56.76979106557783,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
200902,750,19,0.0014044793096631366,87.78489964996798,,,,17,0.0014471710310577919,95.56562895594229,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
200903,753,20,0.001375720921448613,559.4067172412826,,,,17,0.0015051672837446248,72.02714223974547,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
200904,763,23,0.0013159894756276701,127.76061652306291,1.0,,,19,0.0015079405159496766,97.8946879032016,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
200905,775,24,0.0013251051977297343,106.42369343222474,1.0,,,19,0.001438184674568026,108.20255628227551,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
200906,785,22,0.0013892416390379539,51.0232265824686,1.0,,,17,0.0015405561433363348,48.02751136947797,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
200907,797,24,0.0012987872283501574,417.22487114351566,1.0,,,19,0.0013706237805690663,512.5139741658392,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
200908,802,21,0.0014383282687493578,141.243318195667,1.0,,,15,0.0016720735072308405,52.67941711604898,,,,1.0,,,,,,,,,1.0,,,,,,,,,2.0,0.0006635717112062999,791.7687030676226,,,,,,,,,,,,,1.0,,
200909,806,23,0.0013976300052801565,206.7572206480132,1.0,,,17,0.0015448646337586967,231.3876739702116,,,,2.0,0.0006351103155562291,252.39209606696426,,,,,,,,,,,,,,,,2.0,0.0007501832181513294,94.39698916817865,,,,,,,,,,,,,1.0,,
200910,807,24,0.0013709768465501907,461.94028800789926,1.0,,,17,0.0015678509338891986,120.89322094399891,,,,2.0,0.0006228457293257787,292.56783140377973,,,,,,,1.0,,,,,,,,,2.0,0.0008436960840313115,71.26185722232398,,,,,,,,,,,,,1.0,,
200911,807,24,0.001411162274260535,189.76825223420542,1.0,,,16,0.0016662561058791137,118.07967832316595,,,,2.0,0.0005539000502080478,534.5998311341694,,,,,,,2.0,7.863399991789197e-05,681.0606906867799,,,,,,,2.0,0.0012126066100665808,60.67124005255328,,,,,,,,,,,,,1.0,,
200912,807,22,0.0015814677406427876,100.81329288851488,1.0,,,15,0.0018069776564762054,39.93844518468982,,,,2.0,0.00078760930430837,246.4328908168163,,,,,,,1.0,,,,,,,,,2.0,0.0007806563768733221,354.75675098395084,,,,,,,,,,,,,1.0,,
201002,804,24,0.001480306872666022,648.8241761782677,1.0,,,16,0.0016350927608180528,127.9038863039561,,,,2.0,0.0010708548352171764,171.28786710836906,,,,,,,2.0,0.000288642488819891,194.5905653242714,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,
201003,801,22,0.0016600964568119119,136.17690750447835,1.0,,,15,0.001800846250517237,59.60539701740495,,,,2.0,0.001112879835460926,156.32353598828297,,,,,,,2.0,0.0002505285304267606,833.7054066152093,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
201004,801,24,0.0016406589998612488,60.754953630311604,1.0,,,18,0.0015567262395817197,63.40856478296309,,,,1.0,,,,,,,,,2.0,0.0006113583025890058,88.4711524287765,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
201005,802,25,0.001659422394286566,322.1102410766529,1.0,,,18,0.0015274119626990975,403.57910949963366,,,,1.0,,,1.0,,,,,,2.0,0.0006046523445327913,94.73642915483622,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
201006,802,25,0.00159967007096329,533.931835640725,1.0,,,17,0.0015905547939672037,381.12875749122065,,,,1.0,,,1.0,,,,,,2.0,0.0002881316507203252,733.4249260565348,,,,,,,2.0,0.0011122245679979232,129.42685001295632,,,,,,,,,,,,,1.0,,
201007,802,27,0.001599742430310478,136.17470191277278,1.0,,,17,0.0016667114013891218,57.44278263930374,,,,1.0,,,1.0,,,,,,2.0,0.0002906711460024135,277.71871854691886,,,,,,,3.0,0.0007837654101379185,528.1717321268044,1.0,,,,,,,,,,,,1.0,,
201008,802,27,0.0016647820785613717,206.81918230606854,1.0,,,17,0.0016683263142638328,212.9169523902206,,,,1.0,,,1.0,,,,,,2.0,0.00040055451939173547,139.84731746660654,,,,,,,3.0,0.001039323211067542,243.81842484010852,1.0,,,,,,,,,,,,1.0,,
201009,802,24,0.001830799646939732,76.51182211273625,1.0,,,14,0.002014965427931031,48.23380987021652,,,,1.0,,,1.0,,,,,,2.0,0.00038701683229989394,140.52640895623506,,,,,,,3.0,0.0013518208274824455,116.36066631582747,1.0,,,,,,,,,,,,1.0,,
201010,802,26,0.001690032290950377,110.48812733587373,1.0,,,16,0.0016553565281581081,145.92053765670244,,,,1.0,,,1.0,,,,,,2.0,0.0009190154619790494,60.005081822861875,,,,,,,3.0,0.001661535734151581,51.14192235334294,1.0,,,,,,,,,,,,1.0,,
201011,802,27,0.001695620233219436,185.52940020260056,1.0,,,16,0.0016461139772023813,103.04973801347532,1.0,,,1.0,,,1.0,,,,,,2.0,0.000994571758763839,55.720801117913496,,,,,,,3.0,0.0018765500877560616,47.81065076713054,1.0,,,,,,,,,,,,1.0,,
201012,802,26,0.0017739218251040677,133.01351123052717,1.0,,,15,0.0017683161656690048,96.99719887248654,1.0,,,1.0,,,1.0,,,,,,2.0,0.0009307211711920289,60.3440208696414,,,,,,,3.0,0.0017782764366587815,46.551588035433504,1.0,,,,,,,,,,,,1.0,,
201102,802,26,0.0017353051986093288,62.83271229008539,1.0,,,16,0.0016929290547543722,70.59198916168447,,,,1.0,,,1.0,,,,,,2.0,0.0010242325991948193,53.399869372326165,,,,,,,3.0,0.001573061292399051,43.76516279331304,1.0,,,,,,,,,,,,1.0,,
201103,801,26,0.001717164624122121,59.51217207011682,1.0,,,16,0.001702761734889515,64.85191685999706,,,,1.0,,,1.0,,,,,,2.0,0.0009886649242481155,55.442906456644266,,,,,,,3.0,0.0015942419536573108,44.49979965397708,1.0,,,,,,,,,,,,1.0,,
201104,801,26,0.0017268806069609013,80.03368648811012,1.0,,,15,0.0018643288265774531,38.19059304889536,,,,1.0,,,2.0,0.0003739189649965031,329.9254148966287,,,,2.0,0.0008982401259245323,65.09363380331172,,,,,,,3.0,0.0016186365906139435,47.687640089469944,1.0,,,,,,,,,,,,1.0,,
201105,801,25,0.0017986380666030128,58.06817777213909,1.0,,,15,0.0018569026500467353,36.30881961462147,,,,1.0,,,2.0,0.00040428393464410453,233.04076598291928,,,,2.0,0.0008750621813124265,66.33268682688386,,,,,,,3.0,0.001710964723338834,50.917602758028806,,,,,,,,,,,,,1.0,,
201106,801,31,0.0014070739526157437,191.6789164155738,1.0,,,20,0.0012754889067744031,161.39469333771174,1.0,,,1.0,,,2.0,0.00040632684243156167,237.4684518098131,,,,2.0,0.0005484232447617065,232.46073495277662,,,,,,,3.0,0.001924888803182396,34.52053996728404,,,,,,,,,,,,,1.0,,
201107,802,30,0.0014588922873858062,337.779691557156,1.0,,,20,0.001298027057962337,303.16305189026843,1.0,,,1.0,,,2.0,0.0004985086182896589,171.1451944322262,,,,1.0,,,,,,,,,3.0,0.0019215400045450922,37.88499237167174,,,,,,,,,,,,,1.0,,
201108,804,28,0.0016092785889203118,217.5287220171646,1.0,,,20,0.001313194316169193,280.00333409527855,,,,,,,2.0,0.0006192415888531202,132.4561668870018,,,,1.0,,,,,,,,,3.0,0.0019941370511460743,35.42439173492871,,,,,,,,,,,,,1.0,,
201109,805,30,0.0014652691323458174,140.5712712264425,1.0,,,21,0.0012384253421919564,110.26919500057822,,,,1.0,,,2.0,0.0005828450940061913,158.74104458927857,,,,1.0,,,,,,,,,3.0,0.001883833693240229,39.84521352267137,,,,,,,,,,,,,1.0,,
201110,806,31,0.0014548585967386351,1312.6858385216356,1.0,,,21,0.001238568972437164,1880.6351609601188,,,,1.0,,,2.0,0.000761028063859148,219.20891134465217,,,,2.0,0.0006150936836462528,102.42829305608255,,,,,,,3.0,0.0015708600983502308,45.931316241779776,,,,,,,,,,,,,1.0,,
201111,809,29,0.0016474029238336746,235.47226155754922,1.0,,,20,0.0012724438761408967,286.4490518871065,,,,1.0,,,2.0,0.0009356757006172801,152.67457761975004,,,,1.0,,,,,,,,,3.0,0.001763357465127383,45.1337503621101,,,,,,,,,,,,,1.0,,
201112,810,28,0.0016718594011027952,215.53488327577523,1.0,,,19,0.0013178691063549235,185.0148607284081,,,,1.0,,,2.0,0.0010257701009335598,116.92780586257244,,,,1.0,,,,,,,,,3.0,0.0018812600807247845,46.76128722535825,,,,,,,,,,,,,1.0,,
201201,813,22,0.0015021017825794666,68.91113405047234,1.0,,,14,0.0016265250615533152,56.00577049186375,,,,,,,2.0,0.0002695747461765044,251.96225372931428,,,,1.0,,,,,,,,,3.0,0.0014749612222680992,28.400344250314067,,,,,,,,,,,,,1.0,,
201202,815,22,0.0013183657674905047,198.57384994723304,1.0,,,15,0.0013618080330622666,259.79405767520467,,,,,,,1.0,,,,,,1.0,,,,,,,,,3.0,0.0015982365329920746,27.09217014819488,1.0,,,,,,,,,,,,,,
201203,816,20,0.0014758590815267243,72.14506201146085,1.0,,,13,0.001522062415214766,82.84293561854443,,,,,,,1.0,,,,,,1.0,,,,,,,,,3.0,0.001741688915785884,24.789352919455794,1.0,,,,,,,,,,,,,,
201204,816,19,0.0015516270318491911,67.28706501927111,1.0,,,11,0.0017120162256033854,35.360211264292055,,,,,,,2.0,0.0003885226011944716,330.32363809858856,,,,1.0,,,,,,,,,3.0,0.0019098458061964586,25.68194223863756,1.0,,,,,,,,,,,,,,
201205,820,23,0.0010996902265851274,84.49285308232405,1.0,,,14,0.0010618684330068388,75.24365162905157,,,,,,,3.0,0.0002805483189315513,226.58813062818206,,,,1.0,,,,,,,,,3.0,0.0015754231209094223,27.51702591124581,1.0,,,,,,,,,,,,,,
201206,821,22,0.0011568605278228646,298.0123165778538,1.0,,,13,0.001158063737525941,445.2596229578628,,,,,,,3.0,0.0002971065091570717,182.35479321135253,,,,1.0,,,,,,,,,3.0,0.0016012062596394367,26.664818623716002,1.0,,,,,,,,,,,,,,
201207,822,19,0.0014312005359732637,101.95513885569841,1.0,,,10,0.0016447503206597127,121.40690199858918,,,,,,,3.0,0.0004230283555239143,157.83658450205425,,,,1.0,,,,,,,,,3.0,0.0016336750970568044,27.36547171750738,1.0,,,,,,,,,,,,,,
201208,824,23,0.0010538739301466707,150.44184078366112,1.0,,,12,0.0009774253248018936,213.49812922778517,,,,,,,3.0,0.0007624245736217477,141.0958896443546,,,,1.0,,,,,,,,,4.0,0.001393704808197068,74.92287077926271,1.0,,,1.0,,,,,,,,,,,
201209,824,22,0.0011726598448757663,186.9338127196994,1.0,,,12,0.0010850857038647358,309.27099710532684,,,,,,,3.0,0.0009185274836971467,61.639579111822876,,,,1.0,,,,,,,,,3.0,0.0015108763281539688,27.744533473834178,1.0,,,1.0,,,,,,,,,,,
201210,827,24,0.0012694923970223446,167.31907036032086,1.0,,,12,0.0009102361774663364,240.4340757244499,,,,1.0,,,2.0,0.0023681461593498742,23.131239594724292,1.0,,,2.0,0.0021562805564301095,31.0871315539399,,,,,,,3.0,0.002520543176810127,31.612565302586844,1.0,,,1.0,,,,,,,,,,,
201211,828,24,0.0013539500003323893,136.21275790537297,1.0,,,10,0.0009661324807821095,50.9479045069182,,,,1.0,,,3.0,0.0018005846175032838,184.83853318351547,1.0,,,2.0,0.0022959528902028025,33.21396341181993,,,,,,,3.0,0.0029551781121181964,28.71673895586137,2.0,0.0003089329474789694,699.6838072250522,1.0,,,,,,,,,,,
201212,829,25,0.001191010479575139,505.090561526108,1.0,,,12,0.0007604917321997491,221.508591934096,,,,1.0,,,3.0,0.001786479942978007,135.35038376303103,1.0,,,2.0,0.0022267561143197202,38.984492801547134,,,,,,,3.0,0.002880427651257999,37.592557824248836,1.0,,,1.0,,,,,,,,,,,
201301,835,27,0.0011229014505335399,237.84967627397455,1.0,,,13,0.0007361617952456189,222.33267343195192,,,,1.0,,,3.0,0.001563652003897966,805.8949657431167,1.0,,,2.0,0.0020573229248671003,50.01138913621852,,,,,,,3.0,0.0030383329316527596,26.874266228027683,2.0,0.0003567024773287649,217.2476575995908,1.0,,,,,,,,,,,
