year_month,n_stocks_available,n_hold_total,avg_monthly_ur_total,demand_elasticity_total,n_ind_A,ur_ind_A,elas_ind_A,n_ind_C,ur_ind_C,elas_ind_C,n_ind_E,ur_ind_E,elas_ind_E,n_ind_I,ur_ind_I,elas_ind_I,n_ind_K,ur_ind_K,elas_ind_K,n_ind_L,ur_ind_L,elas_ind_L,n_ind_F,ur_ind_F,elas_ind_F,n_ind_J,ur_ind_J,elas_ind_J,n_ind_R,ur_ind_R,elas_ind_R,n_ind_D,ur_ind_D,elas_ind_D,n_ind_G,ur_ind_G,elas_ind_G,n_ind_B,ur_ind_B,elas_ind_B,n_ind_S,ur_ind_S,elas_ind_S,n_ind_N,ur_ind_N,elas_ind_N,n_ind_M,ur_ind_M,elas_ind_M
200403,426,14,0.0010557725007510272,149.36932364257018,,,,10,0.0013019322797847884,114.09132937557536,,,,,,,2.0,0.0003499798314811428,350.7096485079542,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
200404,429,15,0.0009355923463566297,686.8973461857194,,,,10,0.0012786223181840823,600.9187058429582,,,,,,,2.0,0.0001726270435764735,491.4461912223348,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
200406,437,14,0.0008767685403758133,210.4003459908628,,,,8,0.0013595627213467232,97.20802533054794,,,,,,,2.0,0.000497721448881866,105.67093085685076,,,,,,,,,,,,,3.0,9.746554620723741e-05,412.143172934814,,,,,,,,,,1.0,,,,,
200408,447,14,0.0010312624283665887,105.51703376099115,,,,10,0.0012844736618754912,56.53386437681377,,,,,,,,,,1.0,,,,,,,,,,,,2.0,0.0002722278665338902,270.8159878092356,1.0,,,,,,,,,,,,,,
200409,452,12,0.0012223113938487787,564.1426726722832,,,,8,0.0015323624142703552,44.37512722691123,,,,,,,,,,1.0,,,,,,,,,,,,2.0,0.00041064893201426557,102.74638542414645,1.0,,,,,,,,,,,,,,
200410,453,13,0.0010803646800437235,90.77217378656276,,,,9,0.0012651856825233237,80.48840625828943,,,,1.0,,,,,,,,,,,,,,,,,,2.0,0.000508270575833413,96.94440603277215,1.0,,,,,,,,,,,,,,
200411,455,13,0.0010906114519083508,154.71115112279702,,,,9,0.001344385411883766,167.94633993906882,,,,1.0,,,,,,,,,,,,,,,,,,2.0,0.00043590057992119876,123.66908313173406,1.0,,,,,,,,,,,,,,
200412,459,15,0.000980106221029926,157.51655936182343,,,,10,0.0011725141457214344,117.73136396890027,,,,,,,,,,1.0,,,,,,,,,,,,2.0,0.0005822850306245472,69.23920541227449,2.0,0.0008190212240561766,415.099024561029,,,,,,,,,,,,
200501,463,16,0.0009276365552038331,99.9610202234913,,,,10,0.0012302344122958981,82.54634279344089,,,,1.0,,,,,,1.0,,,,,,,,,,,,2.0,0.0003941273865196369,107.01629097823582,2.0,0.0004779923591741368,88.82420218676941,,,,,,,,,,,,
200502,466,14,0.0011432343200357064,312.30559238622243,,,,8,0.0016851354926257969,47.761506838614444,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,2.0,0.0005049990512572403,1568.3416510274164,,,,,,,,,,,,
200503,467,14,0.001085849764400166,109.80254864249162,,,,9,0.0014833979113452723,79.13203764644186,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0,0.0005804809398253939,61.85741119246909,,,,,,,,,,,,
200504,469,12,0.0012514058387584086,85.1252801233192,,,,8,0.0017345903202820546,50.17669401706105,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0,0.00035333564511349304,105.56799306907288,,,,,,,,,,,,
200505,472,13,0.001163111075020628,71.6185332462537,,,,9,0.0015469133639381312,62.94371098969278,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
200506,476,15,0.0010200829554818421,129.02467163470808,,,,12,0.0011181060788733562,126.28510083087106,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
200507,487,13,0.0011752960513336176,64.33624868116652,,,,9,0.0014746563909608873,59.03828961629396,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
200508,500,14,0.001203752981091972,97.2722035220859,,,,12,0.001279583035562746,89.73766503929676,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
200509,502,17,0.0010007900675188725,310.48165755724125,,,,15,0.0010683325130394752,291.91404443392156,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
200510,505,15,0.001202886117435775,66.44186383344856,,,,13,0.0012578429177708512,69.46199013603274,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
200511,509,15,0.001227148844739269,102.0225946695235,,,,13,0.0013135866865699576,107.70565659166368,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
200512,520,15,0.0011588618144972337,81.65485516947027,,,,12,0.0013344789834729995,74.26966602625683,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
200601,544,17,0.001042222356910689,493.80017612728227,,,,13,0.0012883626945234584,460.565201169772,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
200602,556,16,0.0010789723843278474,173.34332457760362,,,,14,0.001120379248487403,194.92452245489676,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
200603,567,16,0.001065539617738303,111.51411975520969,,,,12,0.0012869876638892397,38.337679577729794,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
200604,579,15,0.0011369730786298584,45.44671365587115,,,,13,0.0011901047282739487,49.33607356498355,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
200605,581,15,0.001247178107343316,41.05729070728923,,,,10,0.0013959091900312861,30.17634206400305,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
